"Utility.ID","Utility.Name","Plant.Code","Technology","Plant.Name","Energy.Source.1","Prime.Mover","Nameplate.Capacity","Average.Operating.Year","Min.Operating.Year","Max.Operating.Year","Net.Generation.MWh","Electric.Fuel.Consumption.MMBtu","Capacity.Factor","Heat.Rate","Year"
"10056","City of Kaukauna","4119","Conventional Hydroelectric","Little Chute","WAT","HY",3.3,1948,1948,1948,23585,230096,0.815864120658641,9756.0313758745,"2010"
"10056","City of Kaukauna","4120","Conventional Hydroelectric","New Badger","WAT","HY",3.6,1928,1928,1928,20505,200047,0.650209284627093,9756.01072909047,"2010"
"10056","City of Kaukauna","4121","Conventional Hydroelectric","Old Badger","WAT","HY",2,1907,1907,1907,15615,152340,0.891267123287671,9756.00384245917,"2010"
"10056","City of Kaukauna","4122","Conventional Hydroelectric","Rapide Croche","WAT","HY",2.4,1926,1926,1926,16211,158154,0.771071156773212,9755.96816976127,"2010"
"10056","City of Kaukauna","4201","Conventional Hydroelectric","Combined Locks","WAT","HY",6.2,1988,1988,1988,46397,452648,0.854267933421712,9755.97560187081,"2010"
"10056","City of Kaukauna","7822","Conventional Hydroelectric","Kaukauna City Hydro","WAT","HY",4.8,1941,1942,1940,28731,280298,0.683290525114155,9755.94305802095,"2010"
"10071","Kauai Island Utility Cooperative","56258","Petroleum Liquids","Kapaia Power Station","JF","GT",39.1,2002,2002,2002,0,0,0,NA,"2010"
"10071","Kauai Island Utility Cooperative","6474","Petroleum Liquids","Port Allen","DFO","CA",10,1969,1969,1969,7428,112415,0.0847945205479452,15133.9526117394,"2010"
"10071","Kauai Island Utility Cooperative","6474","Petroleum Liquids","Port Allen","DFO","CT",43,1975,1977,1973,7128,142282,0.0189232239566741,19960.9988776655,"2010"
"10071","Kauai Island Utility Cooperative","6474","Petroleum Liquids","Port Allen","DFO","IC",46.5,1977.11111111111,1991,1964,180367,1666036,0.442792261992439,9236.92249690908,"2010"
"10077","Kaweah Delta Hospital","10042","Natural Gas Fired Combustion Turbine","Kaweah Delta District Hospital","NG","GT",3.5,2008,2008,2008,17484,202912,0.570254403131115,11605.5822466255,"2010"
"1009","City of Austin - (TX)","1960","Natural Gas Fired Combustion Turbine","Austin DT","NG","GT",6,1961,1961,1961,39,1090,0.000742009132420091,27948.7179487179,"2010"
"1009","City of Austin - (TX)","1961","Conventional Steam Coal","Austin Northeast","BIT","ST",31.9,1971,1971,1971,2191,37246,0.00784056913012983,16999.543587403,"2010"
"10099","Kaweah River Power Authority","54343","Conventional Hydroelectric","Terminus Hydroelectric Project","WAT","HY",20.1,1990,1990,1990,52794,515057,0.299836434267021,9755.97605788537,"2010"
"10127","Kenetech Windpower Inc","50712","Onshore Wind Turbine","Altamont Pass Windplant","WND","WT",332.5,1983,1983,1983,506809,4944428,0.173999725340749,9755.99880822953,"2010"
"1015","Austin Energy","3548","Natural Gas Fired Combustion Turbine","Decker Creek","NG","GT",206,1988,1988,1988,38257,540935,0.0212001817617591,14139.5038816426,"2010"
"1015","Austin Energy","3548","Natural Gas Steam Turbine","Decker Creek","NG","ST",726,1974.5,1978,1971,1135897,12619629,0.178606897115614,11109.8356629166,"2010"
"1015","Austin Energy","56373","Natural Gas Fired Combustion Turbine","Domain Integrated Energy System","NG","GT",5,2004,2004,2004,0,0,0,NA,"2010"
"1015","Austin Energy","56374","Natural Gas Fired Combustion Turbine","Robert Mueller Energy Center","NG","GT",4.6,2006,2006,2006,23685,277461,0.587775461584276,11714.6295123496,"2010"
"1015","Austin Energy","56374","Petroleum Liquids","Robert Mueller Energy Center","DFO","IC",1.5,2006,2006,2006,19,265,0.00144596651445967,13947.3684210526,"2010"
"1015","Austin Energy","7900","Natural Gas Fired Combined Cycle","Sand Hill","NG","CA",190,2004,2004,2004,599596,920866,0.360247536649844,1535.81077925803,"2010"
"1015","Austin Energy","7900","Natural Gas Fired Combined Cycle","Sand Hill","NG","CT",198,2004,2004,2004,864939,10492399,0.498673377611734,12130.7965070369,"2010"
"1015","Austin Energy","7900","Natural Gas Fired Combustion Turbine","Sand Hill","NG","GT",308.4,2004,2010,2001,291781,3124837,0.108003674881107,10709.5287218839,"2010"
"10152","City of Kennett","2139","Petroleum Liquids","Kennett","DFO","IC",3,1944.5,1949,1942,37,870,0.00140791476407915,23513.5135135135,"2010"
"10152","City of Kennett","2139","Natural Gas Internal Combustion Engine","Kennett","NG","IC",41.5,1971.22222222222,2001,1951,784,18637,0.00215657149144523,23771.6836734694,"2010"
"10171","Kentucky Utilities Co","1354","Conventional Hydroelectric","Dix Dam","WAT","HY",28.2,1925,1925,1925,35921,350444,0.145410311214741,9755.96447760363,"2010"
"10171","Kentucky Utilities Co","1355","Natural Gas Fired Combustion Turbine","E W Brown","NG","GT",980.6,1997,2001,1994,127332,1864510,0.0148231862516379,14642.9020199164,"2010"
"10171","Kentucky Utilities Co","1355","Conventional Steam Coal","E W Brown","BIT","ST",757.1,1963.66666666667,1971,1957,2998162,32626501,0.452061730383119,10882.1674746061,"2010"
"10171","Kentucky Utilities Co","1356","Conventional Steam Coal","Ghent","BIT","ST",2225.9,1979,1984,1974,12584424,134866692,0.645392013204448,10716.9539106438,"2010"
"10171","Kentucky Utilities Co","1357","Conventional Steam Coal","Green River","BIT","ST",188.6,1956.5,1959,1954,887429,10138212,0.537140404906134,11424.2514049011,"2010"
"10171","Kentucky Utilities Co","1358","Natural Gas Fired Combustion Turbine","Haefling","NG","GT",62.1,1970,1970,1970,630,20219,0.0011580967507114,32093.6507936508,"2010"
"10171","Kentucky Utilities Co","1361","Conventional Steam Coal","Tyrone","BIT","ST",75,1953,1953,1953,136534,1838306,0.207814307458143,13464.0895308128,"2010"
"10179","Kenyon Municipal Utilities","1983","Petroleum Liquids","Kenyon Municipal","DFO","IC",5.4,1997,1997,1997,12,143,0.000253678335870117,11916.6666666667,"2010"
"10203","Kern River Cogeneration Co","10496","Natural Gas Fired Combustion Turbine","Kern River Cogeneration","NG","GT",300,1985,1985,1985,1301520,6171565,0.495251141552511,4741.81341815723,"2010"
"10210","Ketchikan Public Utilities","6580","Conventional Hydroelectric","Beaver Falls","WAT","HY",5.4,1951.66666666667,1954,1947,40956,399566,0.865804160324708,9755.98202949507,"2010"
"10210","Ketchikan Public Utilities","6581","Conventional Hydroelectric","Silvis","WAT","HY",2.1,1968,1968,1968,11368,110905,0.617960426179604,9755.89373680507,"2010"
"10210","Ketchikan Public Utilities","70","Conventional Hydroelectric","Swan Lake","WAT","HY",22.4,1984,1984,1984,91977,897328,0.468734711350294,9756.00421844592,"2010"
"10210","Ketchikan Public Utilities","84","Conventional Hydroelectric","Ketchikan","WAT","HY",4.2,1948,1954,1938,23338,227685,0.634322678843227,9755.97737595338,"2010"
"10210","Ketchikan Public Utilities","85","Petroleum Liquids","S W Bailey","DFO","IC",25.9,1978.25,1998,1969,-447,15132,-0.00197016977838896,-33852.3489932886,"2010"
"10230","Keystone Recovery Inc","54934","Landfill Gas","Keystone Landfill","LFG","IC",5.6,1995.42857142857,1996,1995,42568,577110,0.867742987606001,13557.3670362714,"2010"
"10260","City of Kimball","2248","Natural Gas Internal Combustion Engine","Kimball","NG","IC",9.6,1958,1974,1944,26,217,0.000309170471841705,8346.15384615385,"2010"
"10273","Kimberly-Clark Corp","50410","Conventional Steam Coal","Chester Operations","WC","ST",67,1986,1986,1986,44183,1111373,0.075279424793839,25153.860081932,"2010"
"10277","Kinsley's Landfill Inc","10045","Landfill Gas","Kinsleys Landfill","LFG","IC",2,1985,1985,1985,7971,110954,0.454965753424658,13919.7089449254,"2010"
"10285","Kinder Morgan Power Co","55270","Natural Gas Fired Combined Cycle","Kinder Morgan Power Jackson Facility","NG","CA",210,2002,2002,2002,133267,193280,0.0724434659708632,1450.32153496364,"2010"
"10285","Kinder Morgan Power Co","55270","Natural Gas Fired Combined Cycle","Kinder Morgan Power Jackson Facility","NG","CT",439,2002,2002,2002,454248,5100283,0.118120260866852,11227.9701836882,"2010"
"10308","Thermo Cogeneration Partnership LP","50707","Natural Gas Fired Combined Cycle","TCP 272","NG","CA",94,1994,1994,1994,87502,127475,0.106263965802001,1456.82384402642,"2010"
"10308","Thermo Cogeneration Partnership LP","50707","Natural Gas Fired Combined Cycle","TCP 272","NG","CT",292.5,1994,1994,1994,479854,5357319,0.187274714124029,11164.4771117882,"2010"
"10320","City of Kingfisher","2986","Natural Gas Internal Combustion Engine","Kingfisher","NG","IC",9.1,1960.4,1970,1954,339,1857,0.00425259671835014,5477.87610619469,"2010"
"10321","Kingman City of","1296","Natural Gas Internal Combustion Engine","Kingman Municipal Power and Light Plant","NG","IC",19.1,1977.33333333333,1993,1962,5652,57339,0.0337803915943484,10144.9044585987,"2010"
"10325","Kings River Conservation Dist","56239","Natural Gas Fired Combustion Turbine","Kings River","NG","GT",121,2005,2005,2005,35922,357011,0.0338899581116269,9938.50565113301,"2010"
"10325","Kings River Conservation Dist","7907","Conventional Hydroelectric","Pine Flat","WAT","HY",165,1984,1984,1984,512545,5000389,0.354604261796043,9755.99996097904,"2010"
"10337","KES Kingsburg LP","10405","Natural Gas Fired Combined Cycle","Kingsburg Cogen","NG","CA",13.1,1990,1990,1990,16667,136595,0.145238593189027,8195.53608927821,"2010"
"10337","KES Kingsburg LP","10405","Natural Gas Fired Combined Cycle","Kingsburg Cogen","NG","CT",23.1,1990,1990,1990,82079,900938,0.405616833699025,10976.4738849158,"2010"
"10339","Kings Bay Naval Base","54239","Petroleum Liquids","Naval Submarine Base Kings Bay","DFO","IC",30,1987.41666666667,1989,1984,2247,16008,0.00855022831050228,7124.1655540721,"2010"
"10347","Kinneytown Hydro Co Inc","54385","Conventional Hydroelectric","Kinneytown New Old","WAT","HY",2.3,1990.5,1995,1986,2926,28547,0.14522533253921,9756.32262474368,"2010"
"10349","KIAC Partners","54114","Natural Gas Fired Combined Cycle","Kennedy International Airport Cogen","NG","CA",27,1995,1995,1995,107914,0,0.456257398951463,0,"2010"
"10349","KIAC Partners","54114","Natural Gas Fired Combined Cycle","Kennedy International Airport Cogen","NG","CT",94.2,1994,1994,1994,474593,5065297,0.575130393896208,10672.9281721391,"2010"
"10362","Kiowa Power Partners LLC","55501","Natural Gas Fired Combined Cycle","Kiamichi Energy Facility","NG","CA",634.4,2003,2003,2003,1369856,2194205,0.246494728417028,1601.7778511026,"2010"
"10362","Kiowa Power Partners LLC","55501","Natural Gas Fired Combined Cycle","Kiamichi Energy Facility","NG","CT",735.6,2003,2003,2003,1865793,21715522,0.289546041997214,11638.762713763,"2010"
"10363","Koyle Hydro Inc","10781","Conventional Hydroelectric","Koyle Ranch Hydroelectric Project","WAT","HY",1.3,1983,1983,1983,3325,32438,0.291974007727432,9755.78947368421,"2010"
"10376","Kissimmee Utility Authority","672","Natural Gas Fired Combined Cycle","Hansel","NG","CA",20,1983,1983,1983,0,0,0,NA,"2010"
"10376","Kissimmee Utility Authority","672","Natural Gas Fired Combined Cycle","Hansel","NG","CT",35,1983,1983,1983,13330,202983,0.0434768427919113,15227.5318829707,"2010"
"10376","Kissimmee Utility Authority","7238","Natural Gas Fired Combined Cycle","Cane Island","NG","CA",122.5,1998.5,2002,1995,0,0,0,NA,"2010"
"10376","Kissimmee Utility Authority","7238","Natural Gas Fired Combined Cycle","Cane Island","NG","CT",247.5,1998.5,2002,1995,751283,9365809,0.346516765831834,12466.4194451359,"2010"
"10376","Kissimmee Utility Authority","7238","Natural Gas Fired Combustion Turbine","Cane Island","NG","GT",42,1994,1994,1994,106496,1554699,0.289454229180257,14598.6609825721,"2010"
"10384","Klein Tools Inc","10498","Petroleum Liquids","Klein Tools Chicago","DFO","IC",1.5,1986,1986,1986,0,39,0,Inf,"2010"
"10393","PUD No 1 of Klickitat County","7832","Landfill Gas","Roosevelt Biogas 1","LFG","IC",10.5,1999.2,2000,1999,76452,745249,0.831180691454664,9747.93334379741,"2010"
"10433","Kodiak Electric Assn Inc","57187","Onshore Wind Turbine","Pillar Mountain Wind Project","WND","WT",4.5,2009,2009,2009,12606,122984,0.319786910197869,9755.98921148659,"2010"
"10433","Kodiak Electric Assn Inc","6281","Petroleum Liquids","Kodiak","DFO","IC",22.3,1995.16666666667,2005,1976,9766,98240,0.0499928333026189,10059.3897194348,"2010"
"10433","Kodiak Electric Assn Inc","6282","Petroleum Liquids","Port Lions","DFO","IC",1,1970.5,1975,1968,0,176,0,Inf,"2010"
"10433","Kodiak Electric Assn Inc","71","Conventional Hydroelectric","Terror Lake","WAT","HY",22.4,1984,1984,1984,123964,1209392,0.631747390737117,9755.99367558323,"2010"
"10433","Kodiak Electric Assn Inc","7723","Petroleum Liquids","Nymans Plant","DFO","IC",10,1997,2000,1994,0,5867,0,Inf,"2010"
"10451","Kotzebue Electric Assn Inc","6304","Petroleum Liquids","Kotzebue","DFO","IC",11.7,1994.5,2006,1987,20758,205446,0.202532880615072,9897.19626168224,"2010"
"10451","Kotzebue Electric Assn Inc","6304","Onshore Wind Turbine","Kotzebue","WND","WT",2.9,2002.35294117647,2006,1997,1,10,3.93638797039836e-05,10000,"2010"
"10456","Koppers Inc - Susquehanna","10731","Wood/Wood Waste Biomass","Koppers Susquehanna Plant","WDS","ST",12.5,1988,1988,1988,54513,1084414,0.497835616438356,19892.7595252509,"2010"
"10510","LCO Hydro","10453","Conventional Hydroelectric","LAC Courte Oreilles Hydroelect","WAT","HY",3.4,1986,1986,1986,608,5933,0.0204136449100188,9758.22368421053,"2010"
"10525","La Farge Municipal Electric Co","4124","Petroleum Liquids","La Farge","DFO","IC",1.5,1990,1990,1990,6,66,0.00045662100456621,11000,"2010"
"10536","City of La Junta","506","Petroleum Liquids","La Junta","DFO","IC",17.2,1953.14285714286,1970,1939,-1094,42,-0.00726080492725921,-38.3912248628885,"2010"
"10538","City of La Plata","2140","Petroleum Liquids","La Plata","DFO","IC",2,1998,1998,1998,0,141,0,Inf,"2010"
"10542","La Porte City Utilities","1156","Petroleum Liquids","La Porte","DFO","IC",5.5,1979.75,2000,1956,119,2939,0.00246990452469905,24697.4789915966,"2010"
"10545","Teton Operating Services LLC","54423","Natural Gas Fired Combined Cycle","Lake Cogen Ltd","NG","CA",31.1,1993,1993,1993,121472,132267,0.445873526259378,1088.86821654373,"2010"
"10545","Teton Operating Services LLC","54423","Natural Gas Fired Combined Cycle","Lake Cogen Ltd","NG","CT",126.6,1993,1993,1993,483377,4357268,0.435861159802924,9014.22285296984,"2010"
"10545","Teton Operating Services LLC","54424","Natural Gas Fired Combined Cycle","Pasco Cogen Ltd","NG","CA",26.5,1993,1993,1993,59392,28381,0.255845610407513,477.858970905172,"2010"
"10545","Teton Operating Services LLC","54424","Natural Gas Fired Combined Cycle","Pasco Cogen Ltd","NG","CT",114.8,1993,1993,1993,206568,2075095,0.205407856426901,10045.5782115332,"2010"
"10545","Teton Operating Services LLC","54424","Petroleum Liquids","Pasco Cogen Ltd","DFO","IC",2.4,1993,1993,1993,39,291,0.00185502283105023,7461.53846153846,"2010"
"10545","Teton Operating Services LLC","54658","Natural Gas Fired Combined Cycle","Auburndale Power Partners","NG","CA",52,1994,1994,1994,149942,0,0.329166666666667,0,"2010"
"10545","Teton Operating Services LLC","54658","Natural Gas Fired Combined Cycle","Auburndale Power Partners","NG","CT",121.5,1994,1994,1994,472677,5176595,0.444103388015108,10951.6540893676,"2010"
"10559","City of La Crosse","1297","Petroleum Liquids","La Crosse","DFO","IC",5.5,1967.5,1975,1962,65,720,0.00134910751349108,11076.9230769231,"2010"
"10575","Lachute Hydro Co Inc","10752","Conventional Hydroelectric","Lachute Hydro Lower","WAT","HY",3.8,1987,1987,1987,15221,148496,0.457251862533045,9755.99500689836,"2010"
"10575","Lachute Hydro Co Inc","10753","Conventional Hydroelectric","Lachute Hydro Upper","WAT","HY",5.2,1987,1987,1987,20177,196847,0.442944327362136,9756.00931753977,"2010"
"10576","Lake Road Generating Co LP","55149","Natural Gas Fired Combined Cycle","Lake Road Generating Plant","NG","CS",840,2002,2002,2002,3721965,27427827,0.505811725375082,7369.17918357642,"2010"
"1058","B Braun Medical Inc","50200","Natural Gas Fired Combustion Turbine","B Braun Medical","NG","GT",6.1,1988.5,1995,1982,43152,234445,0.807545474960701,5433.00426399703,"2010"
"10596","City of Lake Crystal","1985","Petroleum Liquids","Lake Crystal","DFO","IC",5.8,1969.25,1999,1952,70,798,0.00137773578963943,11400,"2010"
"10604","Lake Lure Town of","2773","Conventional Hydroelectric","Lake Lure","WAT","HY",3.6,1927,1927,1927,8520,83119,0.270167427701674,9755.75117370892,"2010"
"10606","City of Lake Mills","1154","Petroleum Liquids","Lake Mills","DFO","IC",18.5,1973,1999,1956,64,674,0.000394915463408614,10531.25,"2010"
"10608","Lake Park City of","1153","Petroleum Liquids","Lake Park","DFO","IC",4,2005,2005,2005,0,279,0,Inf,"2010"
"10620","City of Lake Worth","673","Natural Gas Fired Combined Cycle","Tom G Smith","NG","CA",10,1978,1978,1978,1818,0,0.0207534246575342,0,"2010"
"10620","City of Lake Worth","673","Natural Gas Fired Combined Cycle","Tom G Smith","NG","CT",21.4,1978,1978,1978,-10,132676,-5.33435752997909e-05,-13267600,"2010"
"10620","City of Lake Worth","673","Petroleum Liquids","Tom G Smith","DFO","GT",30.8,1976,1976,1976,-86,2242,-0.00031874518175888,-26069.7674418605,"2010"
"10620","City of Lake Worth","673","Petroleum Liquids","Tom G Smith","DFO","IC",10,1965,1965,1965,-128,2170,-0.00146118721461187,-16953.125,"2010"
"10620","City of Lake Worth","673","Natural Gas Steam Turbine","Tom G Smith","NG","ST",26.5,1967,1967,1967,2100,48616,0.00904626518480227,23150.4761904762,"2010"
"10622","City of Lakefield","7415","Petroleum Liquids","Lakefield Utilities","DFO","IC",3.4,1994,2003,1985,12,113,0.00040290088638195,9416.66666666667,"2010"
"10623","City of Lakeland","675","Natural Gas Fired Combined Cycle","Larsen Memorial","NG","CT",101.5,1992,1992,1992,112734,1582713,0.126789931844254,14039.358135079,"2010"
"10623","City of Lakeland","675","Natural Gas Fired Combustion Turbine","Larsen Memorial","NG","GT",22.4,1962,1962,1962,79,2109,0.000402601108936725,26696.2025316456,"2010"
"10623","City of Lakeland","676","Natural Gas Fired Combined Cycle","C D McIntosh Jr","NG","CT",249,2001,2001,2001,1621978,11886353,0.743603638297482,7328.30716569522,"2010"
"10623","City of Lakeland","676","Natural Gas Fired Combustion Turbine","C D McIntosh Jr","NG","GT",26.6,1973,1973,1973,714,13564,0.00306416726748378,18997.1988795518,"2010"
"10623","City of Lakeland","676","Petroleum Liquids","C D McIntosh Jr","DFO","IC",5,1970,1970,1970,4,93,9.1324200913242e-05,23250,"2010"
"10623","City of Lakeland","676","Conventional Steam Coal","C D McIntosh Jr","BIT","ST",363.8,1982,1982,1982,1390215,14782385,0.436229638443522,10633.164654388,"2010"
"10623","City of Lakeland","676","Natural Gas Steam Turbine","C D McIntosh Jr","NG","ST",229.5,1973.5,1976,1971,56642,673976,0.0281742123536375,11898.8736273437,"2010"
"10623","City of Lakeland","7997","Petroleum Liquids","Winston","DFO","IC",50,2001,2001,2001,-257,18161,-0.00058675799086758,-70665.3696498054,"2010"
"10628","City of Lakin","7393","Natural Gas Internal Combustion Engine","Lakin Municipal","NG","IC",4.4,1990,1990,1990,52,332,0.00134910751349108,6384.61538461538,"2010"
"10633","City of Lamar","508","Natural Gas Fired Combustion Turbine","Lamar Plant","NG","GT",4.2,2001,2001,2001,0,0,0,NA,"2010"
"10633","City of Lamar","508","Petroleum Liquids","Lamar Plant","DFO","IC",2,1947.5,1949,1946,0,0,0,NA,"2010"
"10633","City of Lamar","508","Conventional Steam Coal","Lamar Plant","SUB","ST",43.5,1990.5,2009,1972,101490,1797937,0.266336010077153,17715.4103852596,"2010"
"10633","City of Lamar","508","Onshore Wind Turbine","Lamar Plant","WND","WT",6,2004,2004,2004,16075,156828,0.305840943683409,9756.01866251944,"2010"
"10650","City of Lamoni","1155","Petroleum Liquids","Lamoni Municipal Utilities","DFO","IC",5.5,1958.33333333333,1993,1940,43,565,0.000892486508924865,13139.5348837209,"2010"
"10657","Lagoon Corp","50942","Natural Gas Internal Combustion Engine","Lagoon Cogeneration Facility","NG","IC",3,1991.33333333333,1996,1989,0,0,0,NA,"2010"
"10685","Lanesboro Public Utility Comm","1987","Conventional Hydroelectric","Lanesboro","WAT","HY",0.3,1923,1923,1923,694,6771,0.264079147640791,9756.48414985591,"2010"
"10685","Lanesboro Public Utility Comm","1987","Petroleum Liquids","Lanesboro","DFO","IC",3.3,1966,2004,1928,7,78,0.000242147502421475,11142.8571428571,"2010"
"10713","City of Larned","1299","Petroleum Liquids","Larned","DFO","IC",16.4,1999.33333333333,2004,1976,39,4044,0.000271466755763448,103692.307692308,"2010"
"10714","Little Falls Hydroelec Assoc","51034","Conventional Hydroelectric","Little Falls Hydro","WAT","HY",13,1987,1987,1987,51143,498951,0.449095539164032,9755.99788827405,"2010"
"10723","Lateral 10 Ventures","54753","Conventional Hydroelectric","Lateral 10 Ventures","WAT","HY",2.4,1984,1984,1984,8641,84300,0.411006468797565,9755.81529915519,"2010"
"10730","Las Animas City of","507","Petroleum Liquids","Las Animas","DFO","IC",5.6,1950.2,1967,1941,-195,52,-0.00397504892367906,-266.666666666667,"2010"
"1074","IPA Operations Inc","55144","Natural Gas Fired Combined Cycle","Hays Energy Project","NG","CS",989,2002,2002,2002,2930341,21662130,0.338234391087349,7392.3580907478,"2010"
"10755","Lamar Power Partners LP","55097","Natural Gas Fired Combined Cycle","Lamar Power Project","NG","CA",404,2000,2000,2000,1389550,11613410,0.392634725801347,8357.67694577381,"2010"
"10755","Lamar Power Partners LP","55097","Natural Gas Fired Combined Cycle","Lamar Power Project","NG","CT",686.8,2000,2000,2000,1942172,15414516,0.322814694845794,7936.74092716814,"2010"
"10760","City of Laurel","2249","Natural Gas Internal Combustion Engine","Laurel","NG","IC",4.7,1969.5,1992,1956,0,0,0,NA,"2010"
"10766","Lavalley Lumber LLC","50914","Petroleum Liquids","Lavalley Lumber LLC","DFO","IC",0.4,1984,1984,1984,0,0,0,NA,"2010"
"10766","Lavalley Lumber LLC","50914","Wood/Wood Waste Biomass","Lavalley Lumber LLC","WDS","ST",1.5,1989,1989,1989,0,0,0,NA,"2010"
"10769","City of Laurens","1157","Petroleum Liquids","Laurens","DFO","IC",1.6,1951.5,1952,1951,11,125,0.000784817351598173,11363.6363636364,"2010"
"10810","LAX Airport","10048","Natural Gas Fired Combustion Turbine","Central Utilities Plant LAX","NG","GT",8,1985,1985,1985,47919,283036,0.683775684931507,5906.55063753417,"2010"
"10830","City of Lebanon","2921","Petroleum Liquids","Lebanon","DFO","GT",20,1976,1986,1966,2,153,1.14155251141553e-05,76500,"2010"
"10830","City of Lebanon","2921","Petroleum Liquids","Lebanon","DFO","IC",11.3,1956.5,1970,1940,0,0,0,NA,"2010"
"10849","Wyeth-Averst Lederle","10521","Natural Gas Fired Combined Cycle","Lederle Laboratories","NG","CA",6.8,1995,1998,1990,18903,166710,0.317334810636583,8819.23504205682,"2010"
"10849","Wyeth-Averst Lederle","10521","Natural Gas Fired Combined Cycle","Lederle Laboratories","NG","CT",16.6,1991,1991,1991,127696,1126167,0.878142707817572,8819.12510963538,"2010"
"10878","Leviton Manufacturing Inc","55637","Petroleum Liquids","Leviton Manufacturing","DFO","IC",1.8,2000,2000,2000,0,0,0,NA,"2010"
