"Utility.ID","Plant.Code","Prime.Mover","Energy.Source.1","Utility.Name","Technology","Plant.Name","Nameplate.Capacity","Operating.Year.avg","Operating.Year.max","Operating.Year.min","NERC.Region","Net.Generation.MWh","Elec.Fuel.Consumption.MMBtu","Capacity.Factor","Heat.Rate","Year"
"10023",2500,"GT","NG","TC Ravenswood LLC","Natural Gas Fired Combustion Turbine","Ravenswood",523,1968.875,1969,1967,"NPCC",16990,292677,0.00370840863651047,17226.4273101825,2015
"10023",2500,"ST","NG","TC Ravenswood LLC","Natural Gas Steam Turbine","Ravenswood",1827,1963.66666666667,1965,1963,"NPCC",3207769,34848563,0.200428941324076,10863.8006664445,2015
"10035",59045,"IC","NG","Kansas Municipal Energy Agency","Natural Gas Internal Combustion Engine","Jameson Energy Center",27.6,2014,2014,2014,"SPP",1754,31727,0.00725464893124214,18088.3694412771,2015
"10046",55809,"WT","WND","Kas Brothers Windfarm LLC","Onshore Wind Turbine","Kas Brothers Windfarm",1.5,2001,2001,2001,"MRO",3110,28983,0.236681887366819,9319.29260450161,2015
"1005",54801,"HY","WAT","Avalon/Mayo Hydropower LLC","Conventional Hydroelectric","Avalon/Mayo Hydropower",1.2,1999,2000,1997,"SERC",4041,37658,0.384417808219178,9318.98045038357,2015
"10056",4118,"GT","NG","City of Kaukauna","Natural Gas Fired Combustion Turbine","Kaukauna Gas Turbine",18,1969,1969,1969,"MRO",100,1883,0.000634195839675292,18830,2015
"10056",4119,"HY","WAT","City of Kaukauna","Conventional Hydroelectric","Little Chute",3.3,1948,1948,1948,"MRO",21694,202165,0.750449702504497,9318.9361113672,2015
"10056",4120,"HY","WAT","City of Kaukauna","Conventional Hydroelectric","New Badger",8.2,2014,2014,2014,"MRO",41291,384791,0.574827374986079,9319.00414133831,2015
"10056",4122,"HY","WAT","City of Kaukauna","Conventional Hydroelectric","Rapide Croche",2.4,1926,1926,1926,"MRO",16285,151761,0.774590943683409,9319.0666257292,2015
"10056",4201,"HY","WAT","City of Kaukauna","Conventional Hydroelectric","Combined Locks",6.2,1988,1988,1988,"MRO",41325,385107,0.760881573133009,9318.98366606171,2015
"10056",54885,"HY","WAT","City of Kaukauna","Conventional Hydroelectric","Kimberly Mill",2.1,1926.66666666667,1927,1926,"RFC",12581,117243,0.683898673624701,9319.05253954376,2015
"10056",7822,"HY","WAT","City of Kaukauna","Conventional Hydroelectric","Kaukauna City Hydro",4.8,1941,1942,1940,"MRO",34332,319940,0.816495433789954,9319.00267971572,2015
"10071",56258,"GT","OTH","Kauai Island Utility Cooperative","All Other","Kapaia Power Station",39.1,2002,2002,2002,"HICC",179587,1765850,0.524317112193299,9832.8386798599,2015
"10071",58639,"PV","SUN","Kauai Island Utility Cooperative","Solar Photovoltaic","KRS I Anahola Solar",12,2015,2015,2015,"",6925,64534,0.0658770928462709,9318.98916967509,2015
"10071",58640,"PV","SUN","Kauai Island Utility Cooperative","Solar Photovoltaic","KRS II Koloa Solar",12,2014,2014,2014,"",18014,167872,0.171366057838661,9318.97413123127,2015
"10071",6474,"GT","DFO","Kauai Island Utility Cooperative","Petroleum Liquids","Port Allen (HI)",43,1975,1977,1973,"HICC",13544,234690,0.0359562493363067,17327.9681039575,2015
"10071",6474,"IC","DFO","Kauai Island Utility Cooperative","Petroleum Liquids","Port Allen (HI)",46.5,1977.11111111111,1991,1964,"HICC",131894,1251901,0.323793391270192,9491.72062413756,2015
"10071",6474,"ST","DFO","Kauai Island Utility Cooperative","Petroleum Liquids","Port Allen (HI)",10,1969,1969,1969,"HICC",1669,31354,0.0190525114155251,18786.0994607549,2015
"10077",10042,"GT","NG","Kaweah Delta Hospital","Natural Gas Fired Combustion Turbine","Kaweah Delta District Hospital",3.5,2008,2008,2008,"WECC",0,332397,0,Inf,2015
"1009",1961,"ST","NG","City of Austin - (MN)","Natural Gas Steam Turbine","Austin Northeast",31.9,1971,1971,1971,"MRO",0,0,0,NA,2015
"10099",54343,"HY","WAT","Kaweah River Power Authority","Conventional Hydroelectric","Terminus Hydroelectric Project",20.1,1990,1990,1990,"WECC",5357,49921,0.0304243622072287,9318.83516893784,2015
"1015",3548,"GT","NG","Austin Energy","Natural Gas Fired Combustion Turbine","Decker Creek",206,1988,1988,1988,"TRE",45785,578121,0.0253718357937669,12626.864693677,2015
"1015",3548,"ST","NG","Austin Energy","Natural Gas Steam Turbine","Decker Creek",726,1974.5,1978,1971,"TRE",556843,6433503,0.0875572348642087,11553.5312466889,2015
"1015",56374,"GT","NG","Austin Energy","Natural Gas Fired Combustion Turbine","Robert Mueller Energy Center",4.6,2006,2006,2006,"TRE",27647,255405,0.686097875719674,9238.07284696351,2015
"1015",56374,"IC","DFO","Austin Energy","Petroleum Liquids","Robert Mueller Energy Center",1.5,2006,2006,2006,"TRE",18,185,0.00136986301369863,10277.7777777778,2015
"1015",7900,"CA","NG","Austin Energy","Natural Gas Fired Combined Cycle","Sand Hill",190,2004,2004,2004,"TRE",515161,985316,0.309517543859649,1912.63702027133,2015
"1015",7900,"CT","NG","Austin Energy","Natural Gas Fired Combined Cycle","Sand Hill",198,2004,2004,2004,"TRE",808667,9318655,0.466230224620636,11523.4762887567,2015
"1015",7900,"GT","NG","Austin Energy","Natural Gas Fired Combustion Turbine","Sand Hill",308.4,2004,2010,2001,"TRE",307519,2977614,0.113829146160179,9682.69928036967,2015
"10152",2139,"IC","DFO","City of Kennett - (MO)","Petroleum Liquids","Kennett",3,1944.5,1949,1942,"SERC",0,714,0,Inf,2015
"10152",2139,"IC","NG","City of Kennett - (MO)","Natural Gas Internal Combustion Engine","Kennett",41.5,1971.22222222222,2001,1951,"SERC",-39,137341,-0.000107278428783628,-3521564.1025641,2015
"10171",1354,"HY","WAT","Kentucky Utilities Co","Conventional Hydroelectric","Dix Dam",28.2,1925,1925,1925,"SERC",97943,912732,0.396478998672237,9319.01207845379,2015
"10171",1355,"GT","NG","Kentucky Utilities Co","Natural Gas Fired Combustion Turbine","E W Brown",980.6,1997,2001,1994,"SERC",795096,9561181,0.0925600485025942,12025.1906687997,2015
"10171",1355,"ST","BIT","Kentucky Utilities Co","Conventional Steam Coal","E W Brown",757.1,1963.66666666667,1971,1957,"SERC",2028674,23519330,0.305882697073488,11593.4497114864,2015
"10171",1356,"ST","BIT","Kentucky Utilities Co","Conventional Steam Coal","Ghent",2225.9,1979,1984,1974,"SERC",11353788,122966860,0.582278862728759,10830.4699717839,2015
"10171",1358,"GT","NG","Kentucky Utilities Co","Natural Gas Fired Combustion Turbine","Haefling",41.4,1970,1970,1970,"SERC",2209,48585,0.00609103743409878,21994.1149841557,2015
"10179",1983,"IC","DFO","Kenyon Municipal Utilities","Petroleum Liquids","Kenyon Municipal",5.4,1997,1997,1997,"MRO",22,307,0.000465076949095214,13954.5454545455,2015
"10203",10496,"GT","NG","Kern River Cogeneration Co","Natural Gas Fired Combustion Turbine","Kern River Cogeneration",300,1985,1985,1985,"WECC",719295,3426183,0.273704337899543,4763.2515171105,2015
"10210",58977,"HY","WAT","Ketchikan Public Utilities","Conventional Hydroelectric","Whitman",4.8,2015,2015,2015,"",8712,81187,0.207191780821918,9318.98530762167,2015
"10210",6580,"HY","WAT","Ketchikan Public Utilities","Conventional Hydroelectric","Beaver Falls",5.4,1951.66666666667,1954,1947,"ASCC",45980,428487,0.972010823608997,9318.98651587647,2015
"10210",6581,"HY","WAT","Ketchikan Public Utilities","Conventional Hydroelectric","Silvis",2.1,1968,1968,1968,"ASCC",13607,126804,0.73967166775386,9319.02697141177,2015
"10210",70,"HY","WAT","Ketchikan Public Utilities","Conventional Hydroelectric","Swan Lake",22.4,1984,1984,1984,"ASCC",61089,569290,0.311322773972603,9319.0263386207,2015
"10210",84,"HY","WAT","Ketchikan Public Utilities","Conventional Hydroelectric","Ketchikan",4.2,1948,1954,1938,"ASCC",23133,215577,0.628750815394651,9319.02476980936,2015
"10210",85,"IC","DFO","Ketchikan Public Utilities","Petroleum Liquids","S W Bailey",25.9,1978.25,1998,1969,"ASCC",-968,9439,-0.00426649741718235,-9751.03305785124,2015
"10230",54934,"IC","LFG","Keystone Recovery Inc","Landfill Gas","Keystone Recovery",5.6,1995.42857142857,1996,1995,"RFC",42622,578091,0.868843770384866,13563.2067946131,2015
"10260",2248,"IC","NG","City of Kimball - (NE)","Natural Gas Internal Combustion Engine","Kimball",9.6,1958,1974,1944,"MRO",0,1,0,Inf,2015
"10273",50410,"ST","PC","Kimberly-Clark Corp","Petroleum Coke","Chester Operations",67,1986,1986,1986,"RFC",158147,1228036,0.269452395556464,7765.15520370288,2015
"10320",2986,"IC","NG","City of Kingfisher - (OK)","Natural Gas Internal Combustion Engine","Kingfisher",9.1,1960.4,1970,1954,"SPP",6,117,7.52671985548698e-05,19500,2015
"10321",1296,"IC","NG","City of Kingman - (KS)","Natural Gas Internal Combustion Engine","Kingman Municipal Power and Light Plant",19.1,1977.33333333333,1993,1962,"SPP",2937,37222,0.0175536111310335,12673.4763363977,2015
"10325",7907,"HY","WAT","Kings River Conservation Dist","Conventional Hydroelectric","Pine Flat",165,1984,1984,1984,"WECC",20950,195233,0.0144942576449426,9318.99761336515,2015
"10337",10405,"CA","NG","KES Kingsburg LP","Natural Gas Fired Combined Cycle","Kingsburg Cogen",13.1,1990,1990,1990,"WECC",15343,137993,0.133701070096553,8993.87342762172,2015
"10337",10405,"CT","NG","KES Kingsburg LP","Natural Gas Fired Combined Cycle","Kingsburg Cogen",23.1,1990,1990,1990,"WECC",40348,417738,0.199391171993912,10353.3756320016,2015
"10339",54239,"IC","DFO","Kings Bay Naval Base","Petroleum Liquids","Naval Submarine Base Kings Bay",30,1987.41666666667,1989,1984,"SERC",2862,20725,0.0108904109589041,7241.43955276031,2015
"10347",54385,"HY","WAT","Kinneytown Hydro Co Inc","Conventional Hydroelectric","Kinneytown New Old",2.3,1990.5,1995,1986,"NPCC",3221,30016,0.159866984316061,9318.84507916796,2015
"10349",54114,"CA","NG","KIAC Partners","Natural Gas Fired Combined Cycle","Kennedy International Airport Cogen",27,1995,1995,1995,"NPCC",143313,0,0.605923389142567,0,2015
"10349",54114,"CT","NG","KIAC Partners","Natural Gas Fired Combined Cycle","Kennedy International Airport Cogen",94.2,1994,1994,1994,"NPCC",569563,6076481,0.690218761209512,10668.6722978845,2015
"10362",55501,"CA","NG","Kiowa Power Partners LLC","Natural Gas Fired Combined Cycle","Kiamichi Energy Facility",634.4,2003,2003,2003,"SPP",1160181,2437838,0.208765374250721,2101.25661426967,2015
"10362",55501,"CT","NG","Kiowa Power Partners LLC","Natural Gas Fired Combined Cycle","Kiamichi Energy Facility",735.6,2003,2003,2003,"SPP",1597985,19010904,0.247985833327126,11896.7975293886,2015
"10363",10781,"HY","WAT","Koyle Hydro Inc","Conventional Hydroelectric","Koyle Ranch Hydroelectric Project",1.3,1983,1983,1983,"WECC",2493,23234,0.218914646996839,9319.69514640995,2015
"10376",7238,"CA","NG","Kissimmee Utility Authority","Natural Gas Fired Combined Cycle","Cane Island",266,2002.66666666667,2011,1995,"FRCC",1422380,878450,0.610421601950081,617.591642177196,2015
"10376",7238,"CT","NG","Kissimmee Utility Authority","Natural Gas Fired Combined Cycle","Cane Island",427.5,2002.66666666667,2011,1995,"FRCC",2340465,26738240,0.624973964591845,11424.3280715584,2015
"10376",7238,"GT","NG","Kissimmee Utility Authority","Natural Gas Fired Combustion Turbine","Cane Island",42,1994,1994,1994,"FRCC",3931,45623,0.0106843879104153,11605.9526837955,2015
"10393",7832,"CA","LFG","PUD No 1 of Klickitat County","Landfill Gas","Roosevelt Biogas 1",6,2011,2011,2011,"WECC",36938,0,0.702777777777778,0,2015
"10393",7832,"CT","LFG","PUD No 1 of Klickitat County","Landfill Gas","Roosevelt Biogas 1",20,2011,2011,2011,"WECC",117321,1719728,0.669640410958904,14658.3135159093,2015
"10393",7832,"IC","LFG","PUD No 1 of Klickitat County","Landfill Gas","Roosevelt Biogas 1",10.5,1999.2,2000,1999,"WECC",0,0,0,NA,2015
"10433",57187,"WT","WND","Kodiak Electric Assn Inc","Onshore Wind Turbine","Pillar Mountain Wind Project",9,2010.5,2012,2009,"ASCC",29107,271247,0.369190766108574,9318.96107465558,2015
"10433",60250,"IC","DFO","Kodiak Electric Assn Inc","Petroleum Liquids","Swampy Acres",8.4,2006.33333333333,2015,2002,"",0,937,0,Inf,2015
"10433",6281,"IC","DFO","Kodiak Electric Assn Inc","Petroleum Liquids","Kodiak",18.3,1991.75,2005,1976,"ASCC",0,1971,0,Inf,2015
"10433",6282,"IC","DFO","Kodiak Electric Assn Inc","Petroleum Liquids","Port Lions",1,1970.5,1975,1968,"ASCC",0,0,0,NA,2015
"10433",71,"HY","WAT","Kodiak Electric Assn Inc","Conventional Hydroelectric","Terror Lake",33.6,1994,2014,1984,"ASCC",128893,1201154,0.437911094803218,9319.00103186364,2015
"10433",7723,"IC","DFO","Kodiak Electric Assn Inc","Petroleum Liquids","Nymans Plant",10,1997,2000,1994,"ASCC",0,336,0,Inf,2015
"10451",6304,"IC","DFO","Kotzebue Electric Assn Inc","Petroleum Liquids","Kotzebue",11.1,1998.4,2013,1987,"ASCC",20892,172469,0.214858694310749,8255.26517327207,2015
"10451",6304,"WT","WND","Kotzebue Electric Assn Inc","Onshore Wind Turbine","Kotzebue",4.5,2003.36842105263,2012,1997,"ASCC",3239,30185,0.0821664129883308,9319.23433158382,2015
"10525",4124,"IC","DFO","La Farge Municipal Electric Co","Petroleum Liquids","La Farge",1.5,1990,1990,1990,"MRO",2,43,0.00015220700152207,21500,2015
"10536",506,"IC","DFO","City of La Junta - (CO)","Petroleum Liquids","La Junta",17.2,1953.14285714286,1970,1939,"WECC",-1136,0,-0.00753955612190719,0,2015
"10538",2140,"IC","DFO","City of La Plata - (MO)","Petroleum Liquids","La Plata",3.6,2013,2013,2013,"SERC",2,12,6.34195839675292e-05,6000,2015
"10542",1156,"IC","DFO","La Porte City Utilities","Petroleum Liquids","La Porte",5.4,2004.33333333333,2013,2000,"MRO",25,441,0.000528496533062743,17640,2015
"10559",1297,"IC","DFO","City of La Crosse - (KS)","Petroleum Liquids","La Crosse",5.5,1967.5,1975,1962,"SPP",19,280,0.000394354503943545,14736.8421052632,2015
"10575",10752,"HY","WAT","Lachute Hydro Co Inc","Conventional Hydroelectric","Lachute Hydro Lower",3.8,1987,1987,1987,"NPCC",23148,215715,0.695385724585436,9318.9476412649,2015
"10575",10753,"HY","WAT","Lachute Hydro Co Inc","Conventional Hydroelectric","Lachute Hydro Upper",5.2,1987,1987,1987,"NPCC",11574,107858,0.254083245521602,9318.99084154139,2015
"10576",55149,"CS","NG","Lake Road Generating Co LP","Natural Gas Fired Combined Cycle","Lake Road Generating Plant",840,2002,2002,2002,"NPCC",4732544,34939742,0.643148510545771,7382.86680483055,2015
"1058",50200,"GT","NG","B Braun Medical Inc","Natural Gas Fired Combustion Turbine","B Braun Medical",6.1,1988.5,1995,1982,"WECC",40230,218569,0.752863238266337,5432.98533432762,2015
"10596",1985,"IC","DFO","City of Lake Crystal - (MN)","Petroleum Liquids","Lake Crystal",5.8,1969.25,1999,1952,"MRO",26,260,0.000511730436151787,10000,2015
"10604",2773,"HY","WAT","Lake Lure Town of","Conventional Hydroelectric","Lake Lure",3.6,1927,1927,1927,"SERC",6272,58448,0.198883815322172,9318.87755102041,2015
"10606",1154,"IC","DFO","City of Lake Mills","Petroleum Liquids","Lake Mills",18.5,1973,1999,1956,"MRO",67,733,0.000413427125755893,10940.2985074627,2015
"10608",1153,"IC","DFO","City of Lake Park - (IA)","Petroleum Liquids","Lake Park",4,2005,2005,2005,"MRO",16231,141,0.463213470319635,8.68708027847945,2015
"10620",673,"CA","NG","City of Lake Worth - (FL)","Natural Gas Fired Combined Cycle","Tom G Smith",10,1978,1978,1978,"FRCC",924,0,0.0105479452054795,0,2015
"10620",673,"CT","NG","City of Lake Worth - (FL)","Natural Gas Fired Combined Cycle","Tom G Smith",21.4,1978,1978,1978,"FRCC",4207,65669,0.022441642128622,15609.4604231044,2015
"10620",673,"GT","DFO","City of Lake Worth - (FL)","Petroleum Liquids","Tom G Smith",30.8,1976,1976,1976,"FRCC",-116,0,-0.000429935361442211,0,2015
"10620",673,"IC","DFO","City of Lake Worth - (FL)","Petroleum Liquids","Tom G Smith",10,1965,1965,1965,"FRCC",-321,0,-0.00366438356164384,0,2015
"10620",673,"ST","NG","City of Lake Worth - (FL)","Natural Gas Steam Turbine","Tom G Smith",26.5,1967,1967,1967,"FRCC",794,15337,0.00342034978892048,19316.120906801,2015
"10622",7415,"IC","DFO","City of Lakefield - (MN)","Petroleum Liquids","Lakefield Utilities",3.4,1994,2003,1985,"MRO",13,184,0.000436475960247112,14153.8461538462,2015
"10623",675,"CA","NG","City of Lakeland - (FL)","Natural Gas Fired Combined Cycle","Larsen Memorial",25,1956,1956,1956,"FRCC",138,0,0.00063013698630137,0,2015
"10623",675,"CT","NG","City of Lakeland - (FL)","Natural Gas Fired Combined Cycle","Larsen Memorial",86.2,1992,1992,1992,"FRCC",2451,46875,0.00324587610844484,19124.847001224,2015
"10623",675,"GT","NG","City of Lakeland - (FL)","Natural Gas Fired Combustion Turbine","Larsen Memorial",22.4,1962,1962,1962,"FRCC",0,0,0,NA,2015
"10623",676,"CA","NG","City of Lakeland - (FL)","Natural Gas Fired Combined Cycle","C D McIntosh Jr",120,2002,2002,2002,"FRCC",738808,0,0.702823439878234,0,2015
"10623",676,"CT","NG","City of Lakeland - (FL)","Natural Gas Fired Combined Cycle","C D McIntosh Jr",249,2001,2001,2001,"FRCC",1359110,15308941,0.623090535658616,11263.9455231733,2015
"10623",676,"GT","NG","City of Lakeland - (FL)","Natural Gas Fired Combustion Turbine","C D McIntosh Jr",26.6,1973,1973,1973,"FRCC",129,2463,0.000553610052528582,19093.023255814,2015
"10623",676,"IC","DFO","City of Lakeland - (FL)","Petroleum Liquids","C D McIntosh Jr",5,1970,1970,1970,"FRCC",14,138,0.000319634703196347,9857.14285714286,2015
"10623",676,"ST","BIT","City of Lakeland - (FL)","Conventional Steam Coal","C D McIntosh Jr",363.8,1982,1982,1982,"FRCC",1303438,14851563,0.409000253538876,11394.1460967073,2015
"10623",676,"ST","NG","City of Lakeland - (FL)","Natural Gas Steam Turbine","C D McIntosh Jr",126,1976,1976,1976,"FRCC",76995,892713,0.0697570123939987,11594.428209624,2015
"10623",7997,"IC","DFO","City of Lakeland - (FL)","Petroleum Liquids","Winston",50,2001,2001,2001,"FRCC",300,9676,0.000684931506849315,32253.3333333333,2015
"10628",7393,"IC","NG","City of Lakin - (KS)","Natural Gas Internal Combustion Engine","Lakin Municipal",4.4,1990,1990,1990,"SPP",2,19,5.18887505188875e-05,9500,2015
"10633",508,"ST","SUB","City of Lamar - (CO)","Conventional Steam Coal","Lamar Plant",43.5,1990.5,2009,1972,"WECC",0,0,0,NA,2015
"10633",508,"WT","WND","City of Lamar - (CO)","Onshore Wind Turbine","Lamar Plant",6,2004,2004,2004,"WECC",9806,91383,0.186567732115677,9319.0903528452,2015
"10650",1155,"IC","DFO","City of Lamoni - (IA)","Petroleum Liquids","Lamoni Municipal Utilities",10.5,1971.5,2011,1940,"MRO",38,381,0.000413133289845619,10026.3157894737,2015
"10657",50942,"IC","NG","Lagoon Corp","Natural Gas Internal Combustion Engine","Lagoon Cogeneration Facility",3,1991.33333333333,1996,1989,"WECC",0,0,0,NA,2015
"10685",1987,"HY","WAT","Lanesboro Public Utility Comm","Conventional Hydroelectric","Lanesboro",0.3,1923,1923,1923,"MRO",435,4052,0.165525114155251,9314.94252873563,2015
"10685",1987,"IC","DFO","Lanesboro Public Utility Comm","Petroleum Liquids","Lanesboro",3.3,1966,2004,1928,"MRO",4,107,0.0001383700013837,26750,2015
"10713",1299,"IC","DFO","City of Larned - (KS)","Petroleum Liquids","Larned",16.4,1999.33333333333,2004,1976,"SPP",-145,2599,-0.00100929947655641,-17924.1379310345,2015
"10714",51034,"HY","WAT","Little Falls Hydroelec Assoc","Conventional Hydroelectric","Little Falls Hydro",13,1987,1987,1987,"NPCC",44879,418228,0.394090270460133,9319.01334699971,2015
"10723",54753,"HY","WAT","Lateral 10 Ventures","Conventional Hydroelectric","Lateral 10 Ventures",2.4,1984,1984,1984,"WECC",5927,55234,0.281915905631659,9319.04842247343,2015
"10730",507,"IC","DFO","City of Las Animas - (CO)","Petroleum Liquids","Las Animas",5.6,1950.2,1967,1941,"WECC",0,0,0,NA,2015
"1074",55144,"CS","NG","Hays Energy, LLC","Natural Gas Fired Combined Cycle","Hays Energy Project",989,2002,2002,2002,"TRE",4543717,33968808,0.524458195400548,7475.99553405285,2015
"10755",55097,"CA","NG","Lamar Power Partners LP","Natural Gas Fired Combined Cycle","Lamar Power Project",408.6,2000,2000,2000,"TRE",2244310,1788232,0.627018530811301,796.784757898864,2015
"10755",55097,"CT","NG","Lamar Power Partners LP","Natural Gas Fired Combined Cycle","Lamar Power Project",699.7,2000,2000,2000,"TRE",3754811,42632736,0.612593100891902,11354.162965859,2015
"10760",2249,"IC","NG","City of Laurel - (NE)","Natural Gas Internal Combustion Engine","Laurel",4.7,1969.5,1992,1956,"MRO",0,0,0,NA,2015
"10769",1157,"IC","DFO","City of Laurens - (IA)","Petroleum Liquids","Laurens",9.1,1988.4,2013,1951,"MRO",41,432,0.00051432585679161,10536.5853658537,2015
"10777",56348,"IC","DFO","Town of Laverne - (OK)","Petroleum Liquids","Laverne Diesel Generating Plant",4,2006,2006,2006,"SPP",32,300,0.00091324200913242,9375,2015
"10810",58258,"GT","NG","LAX Airport","Natural Gas Fired Combustion Turbine","Central Utilities Plant LAX 2",9.2,2015,2015,2015,"WECC",10810,119869,0.134132420091324,11088.7141535615,2015
"10830",2921,"GT","DFO","City of Lebanon - (OH)","Petroleum Liquids","Lebanon",20,1976,1986,1966,"RFC",0,0,0,NA,2015
"10830",2921,"IC","DFO","City of Lebanon - (OH)","Petroleum Liquids","Lebanon",10.6,1962,1970,1955,"RFC",0,0,0,NA,2015
"10849",10521,"CA","NG","Wyeth-Averst Lederle","Natural Gas Fired Combined Cycle","Lederle Laboratories",6.8,1995,1998,1990,"NPCC",8553,48612,0.143583803384367,5683.61978253244,2015
"10849",10521,"CT","NG","Wyeth-Averst Lederle","Natural Gas Fired Combined Cycle","Lederle Laboratories",16.6,1991,1991,1991,"NPCC",134644,1214263,0.925922869560434,9018.32239089748,2015
"109",10223,"ST","SUB","Ag Processing Inc","Conventional Steam Coal","AG Processing Inc",8.5,1982,1982,1982,"MRO",0,0,0,NA,2015
"10908",1158,"IC","DFO","City of Lenox - (IA)","Petroleum Liquids","Lenox",4.1,1970,2001,1948,"MRO",52,627,0.00144782269740506,12057.6923076923,2015
"10944",7427,"HY","WAT","PUD No 1 of Lewis County","Conventional Hydroelectric","Cowlitz Falls",70,1994,1994,1994,"WECC",188677,1758280,0.307692433137639,9318.99489603926,2015
"11017",1300,"IC","NG","City of Lincoln Center - (KS)","Natural Gas Internal Combustion Engine","Lincoln",10.6,1966.5,1979,1958,"SPP",2,27,2.15387266304816e-05,13500,2015
"11018",2250,"GT","NG","Lincoln Electric System","Natural Gas Fired Combustion Turbine","J Street",27,1972,1972,1972,"MRO",740,16470,0.00312869947573144,22256.7567567568,2015
"11018",6373,"GT","NG","Lincoln Electric System","Natural Gas Fired Combustion Turbine","Rokeby",263.2,1991,2001,1975,"MRO",36012,414305,0.0156191447724528,11504.6373431079,2015
"11018",6373,"IC","DFO","Lincoln Electric System","Petroleum Liquids","Rokeby",2.9,1997,1997,1997,"MRO",31,366,0.00122028027082349,11806.4516129032,2015
"11018",7887,"CA","NG","Lincoln Electric System","Natural Gas Fired Combined Cycle","Terry Bundy Generating Station",28.2,2004,2004,2004,"MRO",6083,13,0.0246243401664562,2.13710340292619,2015
"11018",7887,"CT","NG","Lincoln Electric System","Natural Gas Fired Combined Cycle","Terry Bundy Generating Station",121,2003.5,2004,2003,"MRO",25575,289557,0.0241282689912827,11321.8768328446,2015
